reconstruction_error,anomaly
112.32523407297192,0
119.48948530960858,0
97.6500220716366,0
112.67562936533672,0
111.28178535496845,0
110.2432797836368,0
102.54488178754274,0
108.74539080414569,0
126.5819340594298,0
103.8316573690668,0
121.40227095192483,0
107.29050091640357,0
103.52878057551955,0
106.07200300941646,0
111.99852737071568,0
116.43274215963613,0
106.35854322438934,0
114.69782471821787,0
105.99201656255934,0
104.3075571996604,0
112.81862221484766,0
107.72293470639859,0
104.97597213414484,0
118.2104057763372,0
107.43073046625973,0
120.82814131406265,0
101.37068680048351,0
110.21610764767571,0
109.94130524458468,0
135.93649630808775,0
123.50500178809396,0
111.13953077120549,0
107.6058414526792,0
102.30761584265247,0
109.51503543392236,0
102.66244485419162,0
127.47257097911734,0
105.11259948541853,0
117.29996434007955,0
111.84041397427059,0
112.4942750340718,0
102.21681824902231,0
110.14170300880954,0
120.78243113627035,0
118.28845820197635,0
122.15361077867267,0
125.0095237658976,0
114.85239764570895,0
103.37624117794967,0
115.26084454456702,0
103.75433329463034,0
110.63272672183741,0
121.43595552418104,0
124.1216997222452,0
110.91711146236081,0
110.70210379448491,0
142.50547703004617,0
111.91725262050704,0
110.9819974706793,0
126.00342883422593,0
106.99838761064684,0
120.13560430452469,0
115.49002158860839,0
122.71232779355074,0
111.86736287551031,0
131.8068215488445,0
115.15006738003187,0
118.54095973867327,0
115.97733934196181,0
114.24621370164739,0
110.99059411051492,0
140.4488366963181,0
130.23313242991762,0
113.01715522621778,0
115.3981045827747,0
118.27595650366487,0
119.67742216983407,0
122.05658116990969,0
117.1141553886809,0
116.92853479579793,0
113.09912826341854,0
115.63693611612722,0
120.28588612511805,0
121.10167033300628,0
112.25864781189642,0
129.94067103833174,0
122.27346065146969,0
129.64189444187107,0
115.14411046290802,0
121.58487235835265,0
119.32014624348294,0
108.07645199980027,0
120.72674604945526,0
120.41074126450103,0
127.56931368495657,0
125.25194233771843,0
122.69160379940013,0
108.28635106580417,0
108.51991081058208,0
121.10917498254969,0
106.03879544021167,0
116.02830603232862,0
123.3179126505551,0
116.11014768123032,0
113.88599821759796,0
